MachineID,Date,Failure,RepairType,DowntimeHours
M071,2025-06-04,N,Major,5
M023,2025/03/28,N,Major,4
M012,2025/04/01,N,Major,3
M083,01-04-2025,Y,,10
M061,2025/02/28,Y,Minor,12
M069,2025/06/17,N,Minor,4
M018,27-05-2025,N,,6
M018,10-05-2025,N,,13
M041,2025-03-27,N,Major,12
M063,2025-07-07,N,Minor,1
M032,2025/07/15,Y,Minor,8
M006,17-03-2025,N,Major,4
M029,2025-02-17,N,Minor,13
M067,2025/07/08,N,,12
M073,2025/03/15,N,Minor,5
M045,2025/06/11,Y,Minor,1
M075,2025-06-04,N,Minor,13
M024,2025/01/02,Y,,15
M084,2025/02/22,N,Major,12
M032,08-03-2025,N,,11
M008,2025/03/30,N,Minor,12
M091,04-07-2025,Y,Major,14
M094,2025-01-17,N,Minor,1
M042,29-06-2025,N,Minor,7
M016,23-06-2025,Y,Minor,6
M055,09-01-2025,N,Major,15
M059,2025-06-16,N,Minor,6
M043,09-07-2025,N,,2
M081,2025/01/17,Y,,9
M096,26-06-2025,Y,Minor,2
M053,2025-03-01,N,,12
M094,13-01-2025,N,Major,1
M055,2025/01/16,Y,,4
M056,2025-07-03,N,Major,2
M003,2025-02-21,Y,Major,11
M055,23-04-2025,Y,Minor,2
M062,2025/01/26,N,,4
M061,2025/04/02,Y,Minor,2
M059,2025-05-17,Y,,7
M023,2025-04-18,Y,Major,13
M045,2025/01/01,Y,Major,5
M026,2025-05-04,Y,,7
M064,14-07-2025,N,,7
M029,2025/01/02,Y,Major,15
M058,2025-06-24,N,,14
M092,2025-06-12,N,Major,10
M074,2025-06-15,Y,Major,14
M042,22-01-2025,N,,6
M058,2025/06/04,Y,Major,3
M066,2025/03/27,Y,Minor,6
M065,2025-07-09,N,,4
M061,2025/03/26,Y,,12
M005,11-06-2025,Y,Minor,7
M011,15-07-2025,Y,Major,13
M016,19-01-2025,N,,11
M058,2025/06/29,N,Minor,4
M088,2025-06-21,Y,Major,9
M023,15-07-2025,Y,Minor,1
M084,21-03-2025,N,Major,1
M031,2025/04/17,Y,,4
M058,2025-02-04,Y,Major,4
M056,2025/07/05,N,Major,9
M003,2025-06-07,Y,Minor,12
M003,2025-05-07,Y,Major,2
M062,19-05-2025,N,,14
M099,2025-03-01,N,,3
M097,2025/05/18,Y,,15
M032,06-02-2025,Y,Minor,9
M067,2025-04-14,N,,2
M095,2025-04-28,N,Minor,11
M056,2025/03/22,Y,,12
M031,2025-06-07,N,Major,1
M014,2025-03-08,Y,Major,5
M094,2025-06-29,N,,1
M039,2025-01-02,N,Major,14
M010,09-07-2025,N,Major,7
M050,2025-07-04,N,Major,5
M069,2025/07/15,N,,7
M013,2025-06-07,Y,Minor,12
M065,13-07-2025,N,Major,5
M063,23-02-2025,Y,Minor,14
M012,27-02-2025,Y,Minor,5
M005,2025/03/21,Y,Minor,12
M016,2025/03/22,Y,,9
M001,2025/07/04,Y,Minor,12
M041,05-02-2025,Y,Major,8
M020,2025/02/17,N,Minor,13
M022,2025/02/12,Y,,3
M099,2025-06-16,N,,9
M060,31-03-2025,N,Minor,12
M095,2025-04-12,N,,13
M017,2025/03/17,Y,Major,15
M035,02-02-2025,N,,13
M042,2025/04/20,N,Major,11
M008,2025-07-19,N,,9
M025,2025-01-02,Y,Minor,9
M045,2025/07/17,Y,Major,12
M078,2025/06/29,N,Major,1
M062,2025/01/25,Y,,6
M023,2025/04/16,Y,,12
M044,2025/01/06,Y,,1
M051,2025/02/27,N,,1
M052,2025/03/25,N,Minor,12
M007,2025-03-10,Y,,14
M084,2025/05/26,N,,14
M077,27-04-2025,Y,Major,5
M098,05-07-2025,Y,Minor,13
M080,2025/06/13,Y,Minor,12
M099,12-02-2025,Y,Minor,7
M014,19-06-2025,N,,7
M074,2025/07/08,N,Minor,4
M087,2025/02/09,N,,10
M094,2025/03/01,Y,Minor,9
M068,2025-03-29,Y,Major,4
M014,2025/06/20,N,,7
M076,2025-01-28,Y,Major,13
M008,2025-05-25,N,Major,7
M071,11-06-2025,N,Major,7
M091,2025/04/30,Y,Major,10
M007,2025/02/05,Y,Minor,3
M067,2025/02/15,Y,Major,9
M040,2025-04-09,N,Minor,10
M014,31-03-2025,Y,Minor,9
M026,2025/07/08,Y,,12
M042,2025-01-18,N,Major,12
M033,21-01-2025,N,Minor,10
M076,20-06-2025,Y,Major,2
M057,14-02-2025,N,Major,2
M056,25-02-2025,N,Minor,9
M036,2025-04-27,N,,1
M001,28-03-2025,N,Major,9
M019,2025/02/03,Y,,5
M082,2025/04/07,N,Major,4
M043,2025-01-16,Y,Minor,9
M026,2025/02/18,Y,Minor,10
M096,2025/05/15,N,Major,11
M039,2025-06-05,N,Major,13
M040,29-03-2025,N,Minor,9
M070,11-03-2025,N,Major,4
M038,2025/04/03,Y,Major,1
M094,2025-04-05,Y,Major,11
M029,2025-05-04,Y,Minor,15
M014,2025-04-17,N,Minor,11
M030,2025-02-02,Y,Major,12
M018,19-01-2025,Y,Minor,14
M013,18-06-2025,N,Major,1
M062,2025-02-21,N,Major,6
M039,2025/06/16,Y,Minor,10
M006,2025/03/29,Y,Minor,3
M097,2025/01/05,Y,,15
M084,2025-03-23,N,Major,3
M069,2025/02/17,Y,Minor,4
M045,17-06-2025,N,Major,4
M063,16-07-2025,Y,,4
M091,2025-02-17,Y,,6
M044,2025/03/13,N,,11
M088,2025-05-17,Y,,2
M079,16-04-2025,Y,Major,11
M018,20-01-2025,Y,,3
M031,25-05-2025,N,,11
M095,2025/02/06,Y,Major,6
M071,2025/02/04,N,Minor,15
M039,2025/04/18,Y,,5
M091,24-01-2025,Y,Minor,6
M038,19-02-2025,Y,,12
M092,2025/05/04,N,,6
M094,2025-03-30,N,Major,13
M057,2025/02/02,Y,,3
M077,2025-05-15,N,Minor,11
M021,2025-06-24,Y,Major,4
M082,2025/03/28,Y,Minor,3
M009,2025/05/24,N,Major,2
M095,2025/04/03,N,Minor,3
M070,24-01-2025,N,,9
M036,2025/03/27,N,Major,15
M012,2025-01-17,N,Major,2
M042,21-06-2025,N,Major,10
M002,04-02-2025,Y,Major,9
M087,2025-03-19,Y,Minor,2
M051,2025/04/17,N,,9
M057,04-04-2025,Y,Minor,6
M084,2025-02-01,Y,,8
M067,2025-03-06,N,Major,2
M085,03-06-2025,N,Major,5
M033,18-07-2025,Y,,3
M077,16-06-2025,N,Minor,14
M083,2025/01/22,N,,13
M081,03-05-2025,Y,Minor,11
M041,2025-03-23,N,Major,7
M028,2025-03-17,Y,,2
M024,2025/02/12,Y,,6
M017,15-01-2025,Y,,3
M023,2025/02/17,N,Minor,10
M012,16-02-2025,N,Minor,3
M064,2025/04/13,Y,Minor,13
M045,2025-07-11,N,,14
M011,12-06-2025,N,Minor,1
M034,2025-06-08,N,,13
M006,19-03-2025,Y,,15
M048,2025-04-01,N,Minor,3
M005,2025/01/07,Y,,12
M093,21-06-2025,Y,Major,7
M059,02-02-2025,Y,Major,9
M032,2025-02-06,Y,,11
M064,2025-01-16,Y,,10
M038,2025/03/19,Y,Major,2
M082,2025/04/30,N,,9
M082,27-03-2025,N,Major,14
M067,2025-03-07,Y,,2
M045,26-03-2025,N,Minor,9
M076,13-07-2025,N,Minor,3
M023,2025-02-02,Y,,3
M084,04-05-2025,N,,7
M021,2025/03/30,Y,Major,8
M044,23-04-2025,Y,Minor,5
M085,2025-04-30,Y,Minor,6
M014,2025-04-16,Y,Minor,13
M059,2025-01-01,Y,Minor,5
M002,2025/05/14,Y,Minor,2
M002,2025/04/09,Y,,11
M091,2025-02-15,Y,,11
M063,2025/05/10,Y,,7
M100,2025/02/01,N,Minor,12
M047,2025-03-03,Y,,1
M058,2025/02/25,N,,9
M061,08-04-2025,Y,,13
M021,05-07-2025,N,Major,2
M043,2025-01-21,Y,Major,11
M011,2025-03-05,Y,,5
M052,2025/01/25,Y,Major,6
M073,2025-02-02,N,Major,10
M007,08-01-2025,N,,9
M061,28-04-2025,Y,Minor,7
M088,2025/03/12,N,,2
M055,2025/02/23,N,Major,8
M012,2025/03/31,Y,Major,6
M021,2025-07-17,N,,11
M015,2025/01/17,Y,,1
M008,23-02-2025,N,Major,6
M053,2025/02/26,N,Minor,4
M010,2025/02/02,N,Major,3
M082,2025-05-14,Y,Minor,2
M084,2025/07/17,Y,Minor,6
M095,2025/01/17,N,,9
M080,19-03-2025,N,Minor,1
M061,30-04-2025,Y,,15
M016,2025/01/18,N,,11
M089,2025/01/11,N,Major,12
M014,26-04-2025,Y,,10
M012,20-04-2025,Y,Major,9
M067,2025/07/07,Y,Minor,4
M028,23-06-2025,Y,,12
M065,2025-04-15,N,Minor,9
M036,06-05-2025,N,,5
M066,2025-04-18,N,Minor,6
M030,2025/07/17,Y,Major,11
M029,09-05-2025,Y,Minor,3
M059,2025/01/28,N,Major,1
M090,11-02-2025,Y,Minor,13
M053,27-05-2025,N,Major,4
M054,2025-05-04,Y,Major,3
M061,2025/02/28,Y,Minor,14
M071,03-03-2025,Y,Minor,11
M079,2025/07/03,N,Minor,15
M043,2025-01-24,N,Major,6
M060,2025/04/26,N,,4
M046,2025-04-20,Y,Minor,4
M006,16-01-2025,N,Minor,13
M081,2025/03/09,N,Minor,3
M021,29-06-2025,Y,Major,11
M027,23-05-2025,N,Major,10
M043,2025/06/03,N,Minor,9
M032,2025/07/16,N,,14
M058,2025-02-28,N,Major,12
M030,28-06-2025,Y,,5
M078,2025/01/10,N,Major,7
M098,2025-02-22,Y,,13
M001,2025/04/22,Y,Major,12
M016,10-01-2025,N,,10
M008,2025-01-10,N,Minor,6
M098,2025-01-18,Y,,2
M023,2025-02-22,Y,Minor,9
M008,2025-05-21,Y,,14
M038,20-04-2025,Y,Major,15
M051,2025-05-20,Y,Minor,12
M044,2025/06/10,Y,Major,15
M051,09-04-2025,N,Major,7
M034,2025/01/19,N,Major,2
M013,07-04-2025,Y,Minor,2
M092,2025/05/04,N,Minor,5
M059,04-06-2025,Y,Major,10
M098,2025-03-26,Y,Minor,5
M014,03-02-2025,N,Major,3
M022,2025-03-18,Y,,8
M048,2025/02/14,Y,Minor,11
M049,11-03-2025,Y,,3
M081,2025-03-17,Y,,13
M023,2025-01-25,Y,Major,3
M055,2025-03-20,Y,,11
M067,2025/04/09,Y,Major,5
M051,2025-05-07,N,,15
M076,2025/03/27,Y,Major,3
M089,05-07-2025,N,Minor,7
M010,2025-04-22,Y,Major,14
M052,2025/05/07,N,Major,14
M004,13-05-2025,N,,11
M022,2025-01-26,N,,3
M091,2025-03-23,Y,,10
M004,2025/03/24,N,Minor,3
M026,2025-05-06,N,,13
M090,07-06-2025,Y,Minor,9
M003,2025/03/21,N,Minor,3
M089,2025/02/16,N,,13
M094,2025-06-15,Y,,11
M001,2025/05/17,N,,11
M022,2025/06/18,Y,,15
M072,2025-03-13,Y,Minor,11
M009,2025/03/11,Y,,1
M035,2025/04/01,N,Major,7
M025,15-05-2025,Y,Minor,13
M052,14-06-2025,Y,Minor,1
M009,2025/02/01,Y,,15
M082,05-04-2025,Y,,7
M096,2025-05-13,Y,Major,12
M086,2025/07/06,Y,Major,10
M020,2025/03/05,N,Major,9
M025,2025/05/28,Y,Minor,8
M066,2025-07-11,Y,Minor,13
M058,21-04-2025,N,Minor,12
M014,2025/03/08,N,,10
M003,2025/01/19,N,Major,15
M072,04-07-2025,Y,Minor,14
M010,2025/01/10,N,,2
M022,2025/06/02,N,Minor,2
M032,16-01-2025,Y,Major,15
M006,2025/02/05,N,,5
M001,2025/02/07,N,Major,10
M083,2025/07/02,Y,Major,5
M024,2025/06/15,Y,Major,1
M019,2025-05-12,Y,Major,4
M016,2025/07/19,Y,,8
M034,2025-04-01,Y,Minor,4
M095,02-05-2025,N,,2
M043,2025/04/19,Y,,3
M068,11-05-2025,Y,Major,11
M074,29-03-2025,Y,,2
M033,2025-07-15,Y,Major,12
M099,2025-04-02,N,Minor,9
M070,21-06-2025,N,Minor,10
M029,2025/04/15,N,Major,2
M012,2025-03-05,N,Major,6
M028,2025/05/24,N,Minor,11
M038,2025-04-20,N,,4
M042,2025-05-22,Y,Major,12
M069,2025-05-27,Y,Minor,13
M014,2025/01/17,Y,,7
M020,2025/01/17,Y,Major,8
M010,2025-04-17,N,Major,13
M039,2025/06/20,Y,,11
M072,2025/02/15,N,Major,8
M013,10-07-2025,N,Minor,4
M056,2025/01/24,N,Major,2
M076,2025-07-06,N,Minor,13
M019,2025/02/07,N,,2
M063,2025-06-05,N,Minor,15
M003,2025-03-11,N,,10
M027,2025-07-19,Y,Minor,7
M084,2025-02-11,Y,Major,1
M033,2025-04-17,Y,Minor,7
M066,2025/01/08,Y,,14
M027,19-04-2025,Y,Major,15
M069,2025/06/19,N,,12
M066,2025/03/18,Y,Major,2
M017,14-04-2025,Y,,5
M057,08-04-2025,Y,Major,9
M075,10-01-2025,N,Major,10
M002,2025-05-01,N,Minor,9
M012,2025-01-12,N,,2
M007,2025/07/12,N,,15
M072,2025/05/31,N,Major,7
M092,2025-02-14,N,Major,15
M022,2025-06-28,N,Minor,7
M054,14-02-2025,N,Major,13
M014,2025/04/04,N,Major,12
M037,16-01-2025,Y,Major,5
M079,2025/04/03,N,Minor,10
M046,2025/07/12,Y,,3
M093,2025-06-30,N,Major,5
M046,2025/03/07,N,Minor,14
M057,2025-01-25,Y,Minor,15
M049,12-01-2025,N,Minor,3
M052,2025-02-22,Y,Minor,10
M003,2025-02-01,N,Major,6
M008,07-01-2025,Y,,11
M038,2025/01/17,Y,Major,5
M030,14-06-2025,N,Major,10
M017,02-07-2025,N,,3
M099,2025-02-24,N,Minor,11
M070,13-06-2025,N,Major,3
M053,2025/03/05,N,Major,8
M060,2025/04/30,Y,,8
M092,2025/03/16,N,Major,13
M066,2025/04/14,N,,12
M023,2025/05/17,Y,Minor,5
M042,10-05-2025,N,,1
M059,18-01-2025,Y,Minor,1
M100,03-04-2025,Y,Minor,7
M095,09-06-2025,Y,Minor,14
M100,2025/07/19,Y,Major,10
M048,2025-03-02,N,Minor,11
M083,2025-04-08,N,,1
M092,2025/05/08,Y,,2
M040,2025/01/11,Y,Major,1
M030,04-03-2025,N,Minor,12
M040,2025/07/18,Y,,9
M079,30-06-2025,N,,13
M042,29-05-2025,Y,Minor,7
M051,13-06-2025,Y,,11
M035,2025/07/10,N,Major,2
M040,2025-06-08,N,,10
M035,2025/04/26,N,Major,10
M048,07-07-2025,Y,Minor,5
M042,15-01-2025,Y,Minor,3
M088,10-06-2025,N,,3
M095,2025-05-19,Y,,10
M074,08-05-2025,Y,Minor,7
M054,2025-02-04,N,,1
M059,2025/02/18,N,Minor,12
M092,2025/03/27,N,Major,11
M078,18-01-2025,Y,,2
M023,2025-05-19,Y,,12
M030,2025-04-10,Y,Major,4
M007,2025/02/16,Y,,14
M039,2025-01-02,Y,Major,14
M098,2025-07-12,Y,Major,13
M028,2025-03-29,N,Minor,8
M084,2025-06-18,Y,,1
M027,2025/02/16,N,Major,11
M023,2025/03/22,N,Major,10
M060,18-07-2025,Y,Minor,3
M045,2025/02/04,N,Major,4
M100,2025-05-30,Y,,9
M011,2025/02/04,Y,Minor,12
M094,2025-01-16,N,,15
M054,2025/03/12,Y,Major,2
M037,24-02-2025,Y,Minor,8
M055,05-07-2025,N,Minor,6
M024,2025-02-18,N,Minor,8
M051,2025/07/02,Y,,3
M075,18-06-2025,N,Minor,3
M076,2025-03-16,Y,,13
M054,2025-05-13,N,Minor,12
M029,2025-03-21,N,Minor,4
M054,2025/02/08,Y,Major,9
M022,2025-01-08,N,Major,1
M008,2025/01/24,Y,,1
M007,2025-03-01,N,Major,8
M078,2025/04/11,Y,Minor,10
M078,30-06-2025,N,,7
M085,2025/04/18,Y,Minor,7
M002,20-03-2025,N,Minor,2
M026,2025/02/19,N,,4
M048,2025/06/20,Y,,5
M090,2025-06-08,Y,,14
M050,2025/01/03,Y,,4
M050,2025/06/19,N,Major,8
M088,2025/01/04,N,Major,5
M061,2025/03/20,Y,,1
M067,2025/04/07,Y,,8
M016,2025/01/31,Y,Minor,4
M095,2025-01-06,N,Minor,12
M063,27-04-2025,Y,,8
M060,2025/07/01,Y,Minor,13
M079,16-06-2025,Y,Major,11
M005,2025/04/06,Y,Minor,13
M058,07-01-2025,Y,Major,14
M069,10-03-2025,N,Major,8
M073,2025-06-11,N,Major,5
M096,2025-02-18,Y,,15
M042,24-02-2025,Y,Minor,7
M037,2025-05-22,Y,Minor,7
M059,2025/06/01,Y,,14
M035,2025-04-18,N,Minor,10
M022,2025/01/03,Y,,9
M038,2025-07-12,N,,13
M035,02-03-2025,Y,Major,3
M001,2025/01/10,Y,,11
M050,2025/03/26,Y,,14
M051,2025/01/05,N,,8
M096,2025-02-28,Y,Minor,9
M097,04-04-2025,Y,,9
M088,29-04-2025,N,Minor,11
M084,26-03-2025,Y,Major,3
M038,2025-06-17,Y,,7
M061,17-03-2025,N,Minor,5
M045,2025/03/22,N,,7
M047,2025-07-12,Y,,4
M068,2025-04-18,Y,Minor,3
M031,2025/02/20,N,Major,6
M047,2025-03-08,N,Major,2
M095,2025-06-06,Y,Minor,11
M087,2025-05-27,N,,3
M041,2025-01-14,Y,,4
M066,2025/03/02,Y,,14
M082,2025/03/06,Y,Minor,10
M097,2025-02-05,Y,,13
M050,13-06-2025,N,Minor,3
M023,2025/04/04,N,,10
M023,2025-07-11,N,Major,10
M023,15-07-2025,N,,4
M029,2025/04/13,Y,Major,7
M010,19-05-2025,N,Major,14
M044,2025/01/13,Y,Major,12
M032,2025/03/09,N,Minor,4
M051,2025-05-16,Y,,13
M030,2025/06/08,Y,Major,4
M098,2025/05/04,N,Minor,6
M073,2025/01/21,Y,Major,14
M060,18-03-2025,Y,Major,12
M091,2025/03/11,Y,Minor,13
M095,07-04-2025,N,Minor,14
M050,30-01-2025,Y,Minor,10
M023,2025-02-08,Y,,2
M095,2025-03-21,Y,,12
M092,13-01-2025,N,Major,8
M039,14-03-2025,Y,,12
M099,2025-04-21,Y,,12
M015,2025-07-08,Y,,1
M049,11-03-2025,N,,10
M072,30-05-2025,Y,Major,12
M080,2025/04/01,Y,Minor,5
M022,2025/06/14,Y,Major,5
M060,01-02-2025,Y,,13
M002,2025-04-11,Y,,11
M099,03-07-2025,Y,Minor,11
M071,2025/05/20,Y,,1
M009,19-04-2025,Y,,8
M090,2025/04/12,N,,9
M098,2025-03-22,Y,,9
M099,2025-05-18,Y,,5
M013,2025/06/10,Y,Minor,4
M019,31-01-2025,Y,Major,10
M063,2025-07-11,N,Minor,5
M029,2025/01/19,N,Major,3
M021,12-04-2025,Y,,2
M052,2025-03-25,Y,Major,13
M091,01-02-2025,N,,4
M098,2025/02/21,Y,Major,14
M046,2025-06-18,N,,4
M039,25-01-2025,Y,Minor,11
M003,11-06-2025,Y,,11
M044,2025/05/26,N,Minor,13
M077,2025/04/07,N,,12
M004,2025/05/26,Y,Major,10
M017,2025/06/20,N,Minor,3
M092,2025/01/29,Y,Minor,15
M096,25-03-2025,N,Major,12
M029,03-05-2025,Y,Major,13
M079,2025-05-12,Y,Major,8
M081,03-05-2025,Y,Minor,14
M091,23-05-2025,N,,1
M007,2025/01/20,Y,Minor,13
M064,2025/06/04,Y,Major,15
M100,2025/03/30,Y,Major,3
M078,09-05-2025,N,Major,8
M008,05-03-2025,Y,,5
M006,2025/02/16,N,,2
M055,03-06-2025,N,Minor,2
M059,11-03-2025,Y,,12
M018,05-01-2025,N,Major,8
M013,2025-03-03,Y,Major,10
M066,26-05-2025,Y,,14
M078,2025-01-18,N,,2
M065,2025-04-22,Y,Minor,11
M028,18-02-2025,N,,13
M049,12-02-2025,N,,13
M020,2025/03/31,N,Minor,3
M098,2025-04-12,N,Major,2
M012,2025/01/29,Y,,10
M097,15-07-2025,Y,Major,6
M085,2025-03-11,N,,11
M002,2025-05-02,N,,14
M057,2025/06/06,N,Minor,14
M061,2025/05/16,Y,Minor,12
M058,2025-07-19,Y,,15
M067,04-03-2025,Y,Minor,8
M015,01-07-2025,N,Major,14
M059,2025-04-09,Y,Minor,15
M044,2025-01-25,N,Major,6
M043,05-05-2025,Y,,13
M034,2025/01/12,Y,Major,15
M061,2025/03/09,Y,,10
M031,2025/01/06,Y,Minor,10
M057,2025/02/01,Y,Minor,1
M079,30-06-2025,Y,Minor,12
M084,2025/04/27,N,Minor,9
M063,2025/02/23,N,Major,15
M064,2025/03/04,N,Minor,12
M051,11-06-2025,N,Minor,8
M005,2025-04-19,Y,,10
M040,2025-01-26,Y,Major,13
M033,2025-06-26,Y,Minor,7
M077,20-05-2025,Y,Minor,5
M091,09-07-2025,N,,15
M058,2025-02-14,N,,12
M087,2025-07-02,Y,,3
M055,2025/06/12,N,Minor,1
M013,30-05-2025,Y,Major,14
M067,30-06-2025,Y,Minor,13
M040,2025-07-19,Y,Major,8
M022,2025-05-16,Y,,8
M097,2025-03-18,N,Minor,10
M039,2025/05/22,Y,Major,11
M068,2025/07/04,N,,11
M021,2025/02/19,Y,Minor,10
M027,13-05-2025,Y,Major,7
M036,2025/01/07,N,,4
M011,24-01-2025,Y,,3
M056,2025-04-03,Y,Major,9
M048,17-04-2025,Y,,7
M098,2025-05-13,Y,,9
M060,2025/05/30,Y,Major,7
M071,2025-04-30,Y,Minor,11
M045,19-07-2025,Y,Minor,1
M016,25-01-2025,N,Minor,12
M036,2025-07-05,Y,,2
M037,2025/01/28,Y,Minor,12
M093,2025/06/02,N,,11
M088,2025/06/28,Y,,10
M039,2025-05-26,Y,,14
M090,2025-04-19,N,Major,7
M080,2025-04-26,N,Minor,6
M045,09-07-2025,Y,Minor,4
M089,2025/02/04,N,Minor,8
M057,2025-04-07,N,Minor,1
M094,2025-02-22,N,,8
M073,08-06-2025,N,,9
M088,2025/04/24,N,Minor,7
M065,2025/07/16,Y,,8
M054,2025/02/25,N,Major,9
M032,2025-01-19,N,Major,15
M092,21-04-2025,Y,Major,13
M015,2025-02-17,Y,,15
M043,2025-02-20,Y,Major,10
M078,2025/04/02,Y,Major,15
M043,2025-07-06,Y,Minor,3
M067,2025/02/22,Y,,12
M080,24-01-2025,Y,,12
M064,2025-02-23,N,,12
M075,2025/07/03,Y,Minor,13
M010,2025/05/14,N,,8
M056,01-01-2025,N,,4
M077,2025/04/22,N,Major,5
M097,2025/03/14,Y,Minor,9
M007,2025/07/01,N,Minor,5
M044,13-07-2025,N,Major,10
M086,2025-01-31,Y,Minor,2
M007,05-07-2025,Y,,7
M055,2025-04-26,Y,Minor,2
M056,19-04-2025,Y,,6
M046,2025-01-22,N,,4
M068,14-03-2025,N,Major,2
M062,2025-04-28,Y,,7
M072,2025-03-18,N,,5
M054,09-05-2025,N,,2
M098,2025/06/06,Y,Major,10
M072,2025/04/02,Y,Major,6
M061,2025/02/13,N,Major,5
M039,2025/04/07,Y,Major,5
M097,2025/02/07,Y,Minor,1
M006,2025-06-10,N,,9
M051,2025-01-17,N,Minor,10
M035,16-06-2025,Y,,12
M003,2025/06/20,N,,5
M087,2025/01/10,Y,Minor,8
M035,15-02-2025,Y,Minor,2
M018,2025/07/04,Y,,14
M061,2025/06/20,N,Minor,15
M005,2025/02/01,N,,13
M092,2025/02/24,Y,,8
M024,29-03-2025,N,Minor,1
M032,2025/04/10,Y,,4
M085,2025/02/22,Y,Major,5
M098,2025/01/15,N,,7
M051,2025-04-30,Y,Major,14
M044,2025/06/05,Y,,11
M056,2025-05-05,Y,Major,10
M017,2025-02-24,Y,,14
M022,2025-03-22,Y,Major,14
M015,2025-05-10,Y,,10
M010,2025/02/14,N,,8
M100,2025/01/27,N,Major,5
M036,2025-07-15,Y,Minor,15
M075,2025-01-14,N,,1
M003,2025/03/08,Y,Major,15
M087,2025-07-02,N,Major,10
M024,24-01-2025,Y,,14
M035,09-04-2025,N,,15
M044,2025/01/01,N,Major,13
M074,20-05-2025,N,Minor,12
M093,03-07-2025,N,Major,1
M061,2025/05/11,Y,,13
M089,2025-05-28,N,Major,7
M060,18-01-2025,Y,Major,3
M094,18-04-2025,Y,,8
M063,28-04-2025,Y,,1
M030,2025-06-25,N,Minor,14
M059,2025/06/18,Y,,2
M082,07-01-2025,Y,,9
M063,2025/05/14,N,Minor,5
M059,12-07-2025,Y,Minor,9
M013,16-02-2025,N,Minor,3
M083,20-02-2025,Y,Minor,12
M055,03-03-2025,N,Minor,2
M002,24-04-2025,N,,8
M069,2025-01-04,N,Major,12
M053,2025-06-06,Y,,10
M080,2025-05-07,Y,Major,10
M030,25-04-2025,Y,,1
M080,05-03-2025,N,,11
M027,17-03-2025,N,Minor,13
M026,2025/02/23,Y,,12
M066,2025/07/01,Y,Major,11
M082,06-04-2025,N,Major,8
M073,2025/05/28,N,Minor,11
M096,2025-03-19,N,Minor,2
M039,2025/01/19,N,Major,11
M083,13-07-2025,Y,,4
M049,2025/03/05,Y,,15
M018,2025/01/31,Y,Minor,8
M017,2025-02-05,Y,Major,14
M095,2025-06-17,Y,Major,3
M073,2025-01-06,Y,Minor,5
M095,2025-01-28,Y,Major,10
M061,2025-03-19,N,Major,4
M062,21-01-2025,Y,Major,7
M027,30-01-2025,Y,Minor,10
M010,2025-03-06,N,,14
M034,2025-07-01,Y,,1
M015,19-01-2025,N,Minor,7
M013,2025-01-28,Y,,4
M045,2025-05-19,Y,Major,9
M027,2025-07-07,Y,,6
M088,2025/06/26,N,,13
M028,01-03-2025,N,Major,7
M086,26-05-2025,Y,Minor,12
M084,2025-01-04,N,Major,5
M034,2025/03/02,Y,Major,8
M012,2025-07-08,Y,,2
M093,2025/03/07,Y,,3
M086,2025-06-11,Y,Minor,9
M071,2025/05/29,Y,Minor,13
M051,08-06-2025,Y,,8
M088,28-03-2025,Y,Major,15
M001,2025/04/23,N,Major,4
M008,2025/01/16,Y,Major,11
M016,05-03-2025,Y,Minor,1
M066,2025/03/28,N,Minor,11
M018,23-02-2025,N,Major,13
M062,2025-05-15,N,,15
M072,2025/06/19,Y,,13
M041,2025-05-24,Y,Minor,12
M012,20-06-2025,N,,6
M048,01-01-2025,N,Major,3
M072,2025-06-15,N,,6
M034,27-04-2025,Y,Minor,5
M042,2025/04/10,N,,9
M028,2025/03/17,N,Major,5
M056,2025/07/12,Y,,10
M022,10-02-2025,Y,Minor,2
M061,2025/02/28,Y,,9
M032,2025/06/18,N,Minor,11
M076,10-07-2025,Y,Minor,3
M041,2025/04/21,Y,Minor,4
M028,30-06-2025,N,,7
M013,2025-01-20,Y,,14
M012,2025-06-02,N,Major,12
M069,2025-05-31,Y,,15
M080,2025/03/28,N,Minor,13
M026,12-04-2025,Y,,14
M050,10-01-2025,Y,Major,9
M062,2025/04/17,N,Major,3
M084,16-05-2025,Y,Minor,5
M097,2025-06-23,N,Major,14
M025,2025/01/28,N,Minor,12
M006,25-06-2025,Y,Major,12
M082,2025-04-30,Y,,14
M011,10-05-2025,N,Minor,8
M078,2025-04-08,N,Major,4
M069,2025/05/05,N,,15
M020,2025-01-01,N,Minor,3
M059,2025-02-04,N,,14
M075,2025-04-30,N,Major,7
M077,16-05-2025,N,Minor,6
M068,2025-05-10,N,Minor,1
M051,2025/03/20,N,Major,3
M080,2025/01/17,N,,1
M024,2025-04-28,N,Minor,8
M012,26-02-2025,N,Minor,6
M067,17-06-2025,Y,Major,1
M049,19-02-2025,Y,Minor,14
M084,2025/02/13,N,,8
M041,2025/01/06,Y,Minor,12
M063,2025/06/03,Y,,7
M030,2025/06/22,Y,Minor,8
M099,2025/03/29,N,,10
M055,01-06-2025,N,,14
M041,2025/02/26,Y,Minor,3
M065,01-05-2025,Y,Minor,9
M031,2025/05/09,Y,Minor,1
M064,2025-06-14,Y,Minor,13
M023,2025/05/01,N,Major,8
M092,2025-01-28,N,,6
M072,2025-04-18,N,Major,5
M083,2025/05/15,N,Minor,15
